date,day_index,sand_storm_flag,dust_index,ambient_temperature_c,humidity_percent,vibration_rms_mm_s,discharge_temperature_c,discharge_pressure_bar,suction_pressure_bar,flow_rate_m3_min,bearing_oil_pressure_bar,bearing_oil_temperature_c,casing_temperature_c,dp_filter_bar,high_dp_alarm,failure,failure_mode,TTF_days,maintenance_oil_change,days_since_oil_change,health_state
2019-05-08,187,0,13.3,36.87,38.0,2.01,93.59,8.007,0.974,99.72,3.468,61.37,55.06,0.05,0,0,,248,0,6,normal
2019-05-09,188,0,9.5,33.87,52.3,2.019,91.19,8.012,0.999,101.13,3.471,60.14,55.05,0.05,0,0,,247,0,7,normal
2019-05-10,189,0,17.2,34.04,40.8,2.024,91.42,7.98,0.993,99.85,3.466,59.57,55.9,0.05,0,0,,246,0,8,normal
2019-05-11,190,0,14.2,32.54,52.8,2.014,90.55,7.971,0.995,100.36,3.457,59.91,56.41,0.05,0,0,,245,0,9,normal
2019-05-12,191,0,17.7,37.85,44.5,1.879,92.18,8.034,1.002,100.01,3.502,60.09,55.34,0.05,0,0,,244,0,10,normal
2019-05-13,192,1,83.1,32.89,55.0,2.128,92.48,7.944,0.992,98.2,3.437,58.92,55.48,0.089,0,0,,243,0,11,normal
2019-05-14,193,0,19.5,39.97,43.1,2.114,95.26,7.931,1.005,101.87,3.511,60.36,55.25,0.05,0,0,,242,0,12,normal
2019-05-15,194,0,9.7,34.03,43.6,2.018,92.05,7.973,0.992,99.28,3.506,61.35,53.97,0.05,0,0,,241,0,13,normal
2019-05-16,195,0,7.4,37.17,46.7,2.01,93.53,8.05,0.997,100.76,3.445,60.36,54.82,0.05,0,0,,240,0,14,normal
2019-05-17,196,0,7.1,35.48,36.0,1.995,92.79,7.971,0.987,97.88,3.44,59.05,55.17,0.05,0,0,,239,0,15,normal
2019-05-18,197,0,16.8,34.44,49.8,1.967,91.23,8.06,0.985,98.94,3.462,59.44,55.08,0.05,0,0,,238,0,16,normal
2019-05-19,198,0,16.0,31.62,54.5,1.943,89.77,8.002,1.001,100.11,3.512,59.89,55.84,0.05,0,0,,237,0,17,normal
2019-05-20,199,0,5.9,37.14,41.1,2.038,94.04,8.034,0.988,100.75,3.452,61.73,55.12,0.05,0,0,,236,0,18,normal
2019-05-21,200,0,10.4,32.06,46.4,1.902,90.92,7.933,0.988,99.15,3.463,60.51,54.34,0.05,0,0,,235,0,19,normal
2019-05-22,201,0,11.5,32.77,47.9,2.014,89.64,7.974,1.0,99.33,3.523,60.18,55.13,0.05,0,0,,234,0,20,normal
2019-05-23,202,0,10.6,32.36,37.9,1.952,90.56,8.018,1.004,101.11,3.485,60.57,54.76,0.05,0,0,,233,0,21,normal
2019-05-24,203,0,20.0,31.29,47.8,2.047,89.77,8.054,1.009,100.49,3.427,60.03,55.64,0.05,0,0,,232,0,22,normal
2019-05-25,204,0,9.2,35.05,51.5,1.995,92.57,7.997,0.986,101.04,3.477,60.25,54.55,0.05,0,0,,231,0,23,normal
2019-05-26,205,0,13.1,31.03,41.3,2.046,89.96,7.911,0.978,100.23,3.438,60.79,54.66,0.05,0,0,,230,0,24,normal
2019-05-27,206,0,16.4,36.09,37.0,1.989,93.38,7.899,1.002,99.68,3.468,61.58,54.24,0.05,0,0,,229,0,25,normal
2019-05-28,207,0,7.0,34.29,51.4,1.97,91.56,8.059,1.018,100.84,3.468,59.69,55.7,0.05,0,0,,228,0,26,normal
2019-05-29,208,0,16.3,30.53,38.7,2.093,88.9,8.049,1.006,100.45,3.467,61.68,55.54,0.05,0,0,,227,0,27,normal
2019-05-30,209,0,4.2,32.4,44.9,1.967,90.61,8.044,1.0,100.4,3.427,61.13,54.43,0.05,0,0,,226,0,28,normal
2019-05-31,210,0,5.9,32.62,54.7,2.043,90.57,7.991,1.005,99.71,3.451,59.5,55.18,0.05,0,0,,225,0,29,normal
2019-06-01,211,1,65.8,35.22,46.1,2.061,94.49,7.979,0.99,98.31,3.395,61.9,54.46,0.071,0,0,,224,0,30,normal
2019-06-02,212,0,19.6,41.22,53.8,2.037,97.56,7.985,0.998,100.77,3.445,60.48,54.38,0.05,0,0,,223,0,31,normal
2019-06-03,213,1,70.7,39.11,45.1,2.096,97.03,7.952,0.994,98.11,3.447,61.73,54.14,0.088,0,0,,222,0,32,normal
2019-06-04,214,0,10.1,37.09,59.3,1.98,94.71,7.958,0.997,99.5,3.419,61.21,54.73,0.05,0,0,,221,0,33,normal
2019-06-05,215,0,11.6,36.98,41.1,1.991,93.03,7.991,1.012,101.02,3.456,61.02,55.55,0.05,0,0,,220,0,34,normal
2019-06-06,216,0,15.9,34.76,56.3,2.046,91.71,7.926,0.988,101.83,3.482,61.21,54.56,0.05,0,0,,219,0,35,normal
2019-06-07,217,0,0.2,37.2,55.2,2.052,93.15,8.057,0.972,99.98,3.419,61.12,54.94,0.05,0,0,,218,0,36,normal
2019-06-08,218,0,8.3,43.18,52.6,2.03,97.9,8.097,0.986,99.94,3.408,60.83,54.12,0.05,0,0,,217,0,37,normal
2019-06-09,219,0,3.8,43.25,51.7,1.98,97.33,7.988,1.006,100.05,3.417,60.01,55.37,0.05,0,0,,216,0,38,normal
2019-06-10,220,0,8.1,44.46,44.4,2.01,97.44,7.869,0.988,100.96,3.439,61.45,54.45,0.05,0,0,,215,0,39,normal
2019-06-11,221,1,73.2,41.1,57.8,2.195,95.79,7.948,0.988,95.29,3.389,63.07,54.43,0.084,0,0,,214,0,40,normal
2019-06-12,222,0,7.4,36.55,52.5,2.033,93.24,7.994,1.014,99.52,3.435,61.63,55.57,0.05,0,0,,213,0,41,normal
2019-06-13,223,0,1.0,39.23,45.8,2.018,94.81,8.094,1.01,100.04,3.381,61.35,54.84,0.05,0,0,,212,0,42,normal
2019-06-14,224,0,15.3,39.55,53.7,1.941,94.81,8.024,1.003,100.96,3.383,61.26,54.53,0.05,0,0,,211,0,43,normal
2019-06-15,225,0,10.9,42.81,42.6,1.986,96.66,8.029,0.996,100.39,3.387,61.2,54.6,0.05,0,0,,210,0,44,normal
2019-06-16,226,0,17.3,35.56,57.5,1.95,91.81,7.987,1.01,100.8,3.375,61.52,55.01,0.05,0,0,,209,0,45,normal
2019-06-17,227,0,16.9,37.93,49.4,2.06,93.9,7.995,0.979,98.49,3.443,61.14,55.25,0.05,0,0,,208,0,46,normal
2019-06-18,228,0,0.7,42.36,49.2,2.024,95.47,8.037,1.005,99.94,3.344,60.05,54.16,0.05,0,0,,207,0,47,normal
2019-06-19,229,0,4.1,42.28,46.8,1.979,96.11,7.983,1.009,99.06,3.416,61.19,55.69,0.05,0,0,,206,0,48,normal
2019-06-20,230,0,14.0,34.01,50.9,2.043,91.25,8.031,0.981,100.09,3.42,60.64,54.72,0.05,0,0,,205,0,49,normal
2019-06-21,231,0,9.3,40.06,52.7,1.993,97.37,8.015,1.004,100.05,3.391,60.93,54.23,0.05,0,0,,204,0,50,normal
2019-06-22,232,0,14.5,37.29,40.6,2.007,91.96,7.959,0.993,98.65,3.384,61.43,54.95,0.05,0,0,,203,0,51,normal
2019-06-23,233,0,4.0,47.23,51.2,2.068,97.87,7.984,0.998,100.58,3.345,62.17,55.37,0.05,0,0,,202,0,52,normal
2019-06-24,234,0,16.8,36.76,43.1,1.961,93.25,8.032,0.992,98.78,3.401,62.72,54.66,0.05,0,0,,201,0,53,normal
2019-06-25,235,0,16.0,36.82,47.5,1.949,94.74,7.959,0.997,99.1,3.41,60.99,55.18,0.05,0,0,,200,0,54,normal
2019-06-26,236,0,17.9,32.42,53.0,2.083,91.45,8.071,1.004,99.5,3.408,61.86,54.73,0.05,0,0,,199,0,55,normal
2019-06-27,237,0,2.4,42.6,56.7,2.056,94.91,8.019,1.0,99.71,3.394,61.55,54.64,0.05,0,0,,198,0,56,normal
2019-06-28,238,0,3.9,41.85,47.3,2.012,96.99,8.048,1.003,98.61,3.41,62.59,54.88,0.05,0,0,,197,0,57,normal
2019-06-29,239,0,15.7,36.03,54.5,1.988,93.46,7.972,1.013,97.93,3.299,61.23,54.43,0.05,0,0,,196,0,58,normal
2019-06-30,240,0,11.5,31.27,58.7,1.989,91.2,8.12,0.979,100.68,3.388,61.82,54.93,0.05,0,0,,195,0,59,normal
2019-07-01,241,0,9.2,42.42,59.2,1.958,96.04,8.067,1.013,99.69,3.355,61.11,55.74,0.05,0,0,,194,0,60,normal
2019-07-02,242,0,19.4,39.02,69.2,1.895,92.91,8.02,0.999,99.26,3.383,63.26,54.89,0.05,0,0,,193,0,61,normal
2019-07-03,243,0,4.2,36.29,78.4,2.063,94.06,7.977,1.0,99.74,3.403,62.02,54.03,0.05,0,0,,192,0,62,normal
2019-07-04,244,0,5.6,46.17,72.3,1.896,97.81,7.991,1.007,100.35,3.408,61.87,55.2,0.05,0,0,,191,0,63,normal
2019-07-05,245,0,4.0,39.58,76.4,1.979,94.1,8.007,1.002,100.31,3.335,60.59,55.0,0.05,0,0,,190,0,64,normal
2019-07-06,246,0,18.8,39.84,69.8,2.002,93.85,8.074,0.99,100.14,3.38,62.68,55.05,0.05,0,0,,189,0,65,normal
2019-07-07,247,0,16.8,39.95,56.6,2.025,93.7,8.023,0.988,99.5,3.36,62.42,54.94,0.05,0,0,,188,0,66,normal
2019-07-08,248,0,15.3,37.51,56.8,2.051,93.8,8.004,1.004,100.2,3.373,62.36,54.38,0.05,0,0,,187,0,67,normal
2019-07-09,249,0,8.5,39.88,78.8,1.93,94.29,7.963,0.983,99.67,3.41,62.56,54.44,0.05,0,0,,186,0,68,normal
2019-07-10,250,0,13.7,41.83,77.9,2.02,95.26,8.003,1.005,100.73,3.315,62.39,54.58,0.05,0,0,,185,0,69,normal
2019-07-11,251,0,18.5,43.1,68.9,1.98,96.51,7.995,1.01,98.78,3.325,62.66,55.25,0.05,0,0,,184,0,70,normal
2019-07-12,252,0,0.2,34.74,68.0,2.04,91.09,7.992,0.992,98.87,3.343,62.81,55.19,0.05,0,0,,183,0,71,normal
2019-07-13,253,0,1.6,39.63,57.0,2.001,95.07,7.961,0.986,100.99,3.363,62.48,55.11,0.05,0,0,,182,0,72,normal
2019-07-14,254,0,17.1,38.13,62.5,1.958,94.89,7.974,1.001,100.77,3.344,62.84,56.43,0.05,0,0,,181,0,73,normal
2019-07-15,255,0,5.0,39.47,76.7,2.02,94.33,8.002,0.977,99.43,3.371,61.63,55.2,0.05,0,0,,180,0,74,normal
2019-07-16,256,0,2.8,32.36,72.5,2.015,90.34,8.06,1.002,100.84,3.308,63.7,54.94,0.05,0,0,,179,0,75,normal
2019-07-17,257,0,6.4,42.46,57.2,2.021,96.84,7.924,0.995,99.18,3.328,61.9,54.76,0.05,0,0,,178,0,76,normal
2019-07-18,258,0,2.6,34.82,73.6,2.055,93.11,8.036,1.013,102.59,3.306,61.93,54.28,0.05,0,0,,177,0,77,normal
2019-07-19,259,0,13.5,37.67,74.8,2.004,94.43,8.041,1.012,101.12,3.385,62.53,54.69,0.05,0,0,,176,0,78,normal
2019-07-20,260,0,18.1,34.83,68.6,1.99,91.56,8.028,0.997,101.08,3.368,62.15,54.92,0.05,0,0,,175,0,79,normal
2019-07-21,261,0,19.2,37.58,63.4,2.009,93.97,7.951,0.995,100.65,3.381,62.27,55.06,0.05,0,0,,174,0,80,normal
2019-07-22,262,0,11.2,37.1,65.2,1.973,92.75,8.06,0.992,99.5,3.346,62.25,54.69,0.05,0,0,,173,0,81,normal
2019-07-23,263,0,14.7,36.84,65.7,2.021,94.56,7.992,0.995,100.62,3.335,62.64,52.85,0.05,0,0,,172,0,82,normal
2019-07-24,264,0,6.3,37.26,62.6,1.91,92.13,8.006,1.001,99.07,3.333,62.3,54.89,0.05,0,0,,171,0,83,normal
2019-07-25,265,0,17.2,36.71,60.9,1.997,94.02,8.022,1.0,99.48,3.388,62.41,55.32,0.05,0,0,,170,0,84,normal
2019-07-26,266,0,12.4,36.78,58.9,1.933,94.19,8.008,1.001,100.15,3.309,61.03,54.15,0.05,0,0,,169,0,85,normal
2019-07-27,267,0,11.6,34.32,64.8,2.016,90.83,8.01,0.993,100.91,3.346,62.58,54.76,0.05,0,0,,168,0,86,normal
2019-07-28,268,0,18.6,39.15,66.6,1.971,95.23,7.94,1.009,99.91,3.327,61.78,54.89,0.05,0,0,,167,0,87,normal
2019-07-29,269,0,5.3,37.94,55.9,1.969,93.56,7.87,0.995,99.3,3.335,62.93,54.43,0.05,0,0,,166,0,88,normal
2019-07-30,270,0,0.8,36.62,69.1,2.085,93.11,8.07,0.994,99.72,3.351,61.89,54.38,0.05,0,0,,165,0,89,normal
2019-07-31,271,1,82.7,40.88,71.8,2.129,98.12,8.021,0.982,95.46,3.293,63.23,54.23,0.083,0,0,,164,0,90,normal
2019-08-01,272,0,1.2,33.61,71.0,2.06,91.87,7.98,1.005,100.62,3.365,61.16,55.44,0.05,0,0,,163,0,91,normal
2019-08-02,273,0,11.6,37.64,67.5,1.961,92.58,8.06,0.985,100.5,3.324,86.74,55.38,0.05,0,0,,162,0,92,normal
2019-08-03,274,0,17.3,35.49,70.7,1.991,95.25,7.963,1.013,100.21,3.353,62.71,54.9,0.05,0,0,,161,0,93,normal
2019-08-04,275,0,5.3,45.07,78.4,2.083,98.99,8.056,1.006,101.64,3.243,64.01,54.29,0.05,0,0,,160,0,94,normal
2019-08-05,276,0,2.4,37.78,79.5,1.969,92.89,8.035,1.011,100.69,3.311,63.37,55.16,0.05,0,0,,159,0,95,normal
2019-08-06,277,0,11.5,38.0,80.1,2.01,96.19,7.958,1.012,99.62,3.369,63.47,55.9,0.05,0,0,,158,0,96,normal
2019-08-07,278,0,2.5,39.3,92.7,2.056,94.55,7.986,1.001,100.46,3.318,61.69,54.89,0.05,0,0,,157,0,97,normal
2019-08-08,279,0,16.1,36.19,80.5,1.981,92.86,8.043,1.002,100.09,3.292,63.07,54.37,0.05,0,0,,156,0,98,normal
2019-08-09,280,0,3.2,42.91,78.8,2.086,97.32,8.048,0.992,100.37,3.312,62.9,54.56,0.05,0,0,,155,0,99,normal
2019-08-10,281,0,5.4,38.98,93.9,2.012,96.26,7.904,0.996,101.6,3.34,63.05,55.34,0.05,0,0,,154,0,100,normal
2019-08-11,282,0,17.7,36.33,72.3,2.069,91.73,7.954,1.0,98.52,3.296,62.56,54.71,0.05,0,0,,153,0,101,normal
2019-08-12,283,0,10.1,47.49,81.8,2.002,98.8,7.946,1.001,99.85,3.282,63.38,55.31,0.05,0,0,,152,0,102,normal
2019-08-13,284,0,3.4,36.64,88.8,2.003,92.57,7.948,1.017,100.52,3.304,61.87,54.76,0.05,0,0,,151,0,103,normal
2019-08-14,285,0,6.8,39.92,66.4,1.989,93.16,8.019,1.009,101.28,3.275,64.77,54.84,0.05,0,0,,150,0,104,normal
2019-08-15,286,0,18.1,40.8,92.4,2.028,94.19,8.086,0.992,99.4,3.277,61.82,54.73,0.05,0,0,,149,0,105,normal
2019-08-16,287,0,15.2,43.07,74.0,1.99,96.65,7.938,1.005,103.09,3.346,64.09,55.17,0.05,0,0,,148,0,106,normal
2019-08-17,288,0,9.7,39.83,94.3,2.07,95.77,7.948,1.006,99.67,3.28,62.26,54.69,0.05,0,0,,147,0,107,normal
2019-08-18,289,0,4.9,40.32,78.3,1.984,94.38,7.98,1.002,99.43,3.369,62.15,54.63,0.05,0,0,,146,0,108,normal
2019-08-19,290,0,5.4,41.8,72.0,2.023,96.0,8.03,0.999,101.94,3.278,64.74,53.95,0.05,0,0,,145,0,109,normal
2019-08-20,291,0,19.7,49.29,70.1,1.987,99.52,8.096,0.978,99.93,3.301,63.57,55.72,0.05,0,0,,144,0,110,normal
2019-08-21,292,0,1.6,32.99,83.1,1.878,91.76,8.009,0.988,99.73,3.254,63.81,55.02,0.05,0,0,,143,0,111,normal
2019-08-22,293,0,5.6,39.67,89.3,2.002,95.5,8.034,1.018,98.28,3.296,63.58,54.28,0.05,0,0,,142,0,112,normal
2019-08-23,294,0,10.9,36.68,89.8,1.954,91.54,7.976,1.006,99.02,3.281,62.99,54.17,0.05,0,0,,141,0,113,normal
2019-08-24,295,0,0.5,39.0,70.8,1.91,93.14,7.963,0.991,100.33,3.279,63.31,54.46,0.05,0,0,,140,0,114,normal
2019-08-25,296,0,12.1,43.68,78.1,1.926,97.56,7.958,0.977,99.65,3.248,64.62,54.86,0.05,0,0,,139,0,115,normal
2019-08-26,297,0,13.3,40.11,76.9,2.055,94.27,7.991,0.989,97.44,3.248,62.09,54.94,0.05,0,0,,138,0,116,normal
2019-08-27,298,0,1.6,45.32,82.1,2.032,96.8,8.008,1.006,100.08,3.304,62.74,53.95,0.05,0,0,,137,0,117,normal
2019-08-28,299,0,15.7,43.54,73.6,2.02,98.13,8.145,1.003,99.16,3.248,63.43,55.79,0.05,0,0,,136,0,118,normal
2019-08-29,300,0,14.0,45.38,80.0,1.97,98.5,7.925,1.001,100.03,3.212,64.39,54.57,0.05,0,0,,135,0,119,normal
2019-08-30,301,0,10.6,37.56,70.7,2.105,93.67,7.962,1.003,100.0,3.284,64.02,56.09,0.05,0,0,,134,0,120,normal
2019-08-31,302,0,14.1,38.87,86.4,1.95,94.47,8.02,1.016,99.43,3.318,64.77,54.52,0.05,0,0,,133,0,121,normal
2019-09-01,303,0,6.4,34.01,72.4,2.026,90.57,7.925,1.011,99.34,3.273,62.94,54.38,0.05,0,0,,132,0,122,normal
2019-09-02,304,0,13.8,35.26,72.0,2.109,92.36,8.048,1.002,100.4,3.25,63.83,56.5,0.05,0,0,,131,0,123,normal
2019-09-03,305,0,3.3,31.1,68.1,1.971,91.14,7.969,0.99,99.29,3.311,63.83,55.09,0.05,0,0,,130,0,124,normal
2019-09-04,306,0,10.0,39.19,73.6,1.933,96.09,8.051,0.996,100.85,3.291,63.15,55.2,0.05,0,0,,129,0,125,normal
2019-09-05,307,0,1.9,37.15,73.4,2.036,94.24,7.944,0.989,99.66,3.273,64.31,55.32,0.05,0,0,,128,0,126,normal
2019-09-06,308,0,7.1,37.42,77.5,2.077,92.16,8.007,0.999,99.67,3.283,64.03,54.81,0.05,0,0,,127,0,127,normal
2019-09-07,309,0,18.1,39.24,55.2,2.005,95.24,8.082,1.025,100.71,3.24,64.33,55.14,0.05,0,0,,126,0,128,normal
2019-09-08,310,0,14.8,33.7,73.0,2.052,91.01,7.956,0.998,98.97,3.256,62.98,55.49,0.05,0,0,,125,0,129,normal
2019-09-09,311,0,5.7,41.59,74.8,1.961,94.62,8.002,1.018,99.0,3.232,63.32,55.5,0.05,0,0,,124,0,130,normal
2019-09-10,312,0,0.3,33.28,55.9,1.999,145.29,7.989,1.001,99.63,3.256,64.41,54.11,0.05,0,0,,123,0,131,normal
2019-09-11,313,0,17.1,34.85,58.2,1.983,91.17,8.005,0.984,100.14,3.208,63.85,55.52,0.05,0,0,,122,0,132,normal
2019-09-12,314,0,4.0,32.4,71.8,1.933,92.25,7.953,0.991,101.53,3.301,63.71,55.12,0.05,0,0,,121,0,133,normal
2019-09-13,315,0,14.0,33.88,55.4,1.999,91.64,7.864,0.999,98.57,3.261,63.55,54.71,0.104,0,0,,120,0,134,early_warning
2019-09-14,316,0,0.2,35.93,65.4,2.115,92.3,8.079,0.996,100.13,3.195,65.36,54.96,0.138,0,0,,119,0,135,early_warning
2019-09-15,317,0,8.8,33.74,70.1,1.984,90.45,7.996,1.019,100.52,3.227,64.92,54.8,0.119,0,0,,118,0,136,early_warning
2019-09-16,318,0,8.3,38.18,69.8,1.968,95.02,8.018,0.998,99.06,3.203,64.15,55.8,0.112,0,0,,117,0,137,early_warning
2019-09-17,319,0,6.7,38.18,78.1,1.98,95.48,8.132,1.003,99.61,3.213,63.74,53.68,0.163,1,0,,116,0,138,early_warning
2019-09-18,320,0,1.3,32.96,63.4,1.97,92.22,8.048,1.01,100.49,3.224,64.27,54.78,0.109,0,0,,115,0,139,early_warning
2019-09-19,321,0,3.1,33.88,82.2,2.021,90.9,8.046,1.01,99.41,3.226,64.28,54.63,0.131,0,0,,114,0,140,early_warning
2019-09-20,322,0,6.3,39.1,61.9,1.983,95.53,7.928,1.01,101.13,3.211,63.82,53.83,0.153,1,0,,113,0,141,early_warning
2019-09-21,323,0,12.4,39.07,78.2,1.946,94.04,8.062,1.0,99.61,3.213,64.93,55.78,0.158,1,0,,112,0,142,early_warning
2019-09-22,324,0,2.0,32.76,58.3,2.035,91.22,7.998,0.991,99.89,3.218,63.98,54.91,0.167,1,0,,111,0,143,early_warning
2019-09-23,325,0,3.4,43.27,62.7,2.041,97.53,8.107,0.985,98.02,3.205,62.87,54.1,0.158,1,0,,110,0,144,early_warning
2019-09-24,326,0,2.1,40.37,59.3,2.056,95.26,8.055,1.004,100.06,3.205,65.24,55.54,0.106,0,0,,109,0,145,early_warning
2019-09-25,327,0,15.4,33.2,69.8,2.022,91.72,7.92,0.7,99.1,3.208,63.02,55.49,0.12,0,0,,108,0,146,early_warning
2019-09-26,328,0,15.6,33.14,81.0,2.018,92.1,7.948,0.998,99.36,3.25,64.47,55.03,0.12,0,0,,107,0,147,early_warning
2019-09-27,329,0,10.7,38.47,64.6,1.989,91.91,7.929,0.983,99.78,3.178,64.84,54.39,0.125,0,0,,106,0,148,early_warning
2019-09-28,330,0,12.8,35.92,69.6,1.951,92.64,7.97,1.0,100.74,3.189,63.92,55.54,0.128,0,0,,105,0,149,early_warning
2019-09-29,331,0,18.7,34.91,60.7,2.006,92.13,7.972,0.996,99.85,3.166,65.56,54.79,0.153,1,0,,104,0,150,early_warning
2019-09-30,332,0,17.4,35.97,63.9,1.986,93.11,8.038,1.002,99.0,3.136,65.06,54.14,0.132,0,0,,103,0,151,early_warning
2019-10-01,333,0,0.5,28.92,62.8,2.019,88.19,7.945,1.007,100.8,3.168,63.34,55.11,0.16,1,0,,102,0,152,early_warning
2019-10-02,334,0,16.3,37.36,64.0,2.065,95.38,8.065,1.006,102.54,3.163,63.48,55.04,0.13,0,0,,101,0,153,early_warning
2019-10-03,335,0,1.5,35.36,56.0,2.014,93.05,7.978,1.002,100.58,3.192,64.97,54.6,0.145,0,0,,100,0,154,early_warning
2019-10-04,336,0,3.6,35.24,46.0,1.955,92.21,8.06,0.984,101.57,3.092,63.39,55.44,0.152,1,0,,99,0,155,early_warning
2019-10-05,337,0,16.1,31.68,63.6,2.056,91.42,8.035,0.999,97.01,3.178,65.67,54.35,0.139,0,0,,98,0,156,early_warning
2019-10-06,338,0,16.6,33.55,56.7,1.931,91.37,7.952,0.993,100.04,3.151,64.86,55.22,0.109,0,0,,97,0,157,early_warning
2019-10-07,339,0,7.9,29.36,48.9,2.013,90.2,7.943,0.996,100.4,3.231,65.1,54.13,0.112,0,0,,96,0,158,early_warning
2019-10-08,340,0,12.1,23.97,59.9,2.046,87.59,8.082,1.011,99.84,3.204,65.25,55.0,0.165,1,0,,95,0,159,early_warning
2019-10-09,341,0,7.0,24.86,56.2,2.01,86.61,8.076,1.004,100.23,3.176,64.04,54.32,0.101,0,0,,94,0,160,early_warning
2019-10-10,342,0,1.3,29.76,50.0,1.984,88.74,7.994,0.984,99.41,3.179,63.71,55.36,0.129,0,0,,93,0,161,early_warning
2019-10-11,343,0,18.9,29.75,62.4,2.017,89.6,8.023,0.999,100.23,3.148,65.12,54.95,0.156,1,0,,92,0,162,early_warning
2019-10-12,344,0,8.9,33.45,50.5,2.005,91.64,8.012,1.013,101.28,3.159,64.82,55.09,0.165,1,0,,91,0,163,early_warning
2019-10-13,345,0,3.7,31.05,56.7,2.013,91.3,7.964,0.982,98.89,3.178,64.04,54.42,0.12,0,0,,90,0,164,early_warning
2019-10-14,346,0,9.1,32.54,68.9,1.992,90.88,7.987,1.012,97.61,3.135,65.78,54.97,0.155,1,0,,89,0,165,early_warning
2019-10-15,347,0,9.4,26.11,48.4,2.023,89.47,8.052,1.006,98.94,3.198,65.14,56.0,0.126,0,0,,88,0,166,early_warning
2019-10-16,348,0,1.3,32.19,55.1,2.07,92.13,8.019,1.003,100.74,3.155,65.35,54.98,0.138,0,0,,87,0,167,early_warning
2019-10-17,349,0,13.6,29.0,66.5,1.954,89.3,7.995,0.998,100.41,3.133,64.7,55.17,0.133,0,0,,86,0,168,early_warning
2019-10-18,350,0,14.8,27.48,55.1,2.086,89.17,7.892,0.99,101.81,3.171,66.8,55.43,0.111,0,0,,85,0,169,early_warning
2019-10-19,351,0,4.7,34.47,69.8,1.992,93.35,7.924,1.007,99.58,3.12,65.11,55.42,0.116,0,0,,84,0,170,early_warning
2019-10-20,352,0,16.5,35.6,60.2,1.918,92.31,7.915,0.979,98.24,3.166,64.75,55.16,0.115,0,0,,83,0,171,early_warning
2019-10-21,353,0,8.7,27.73,48.9,2.009,88.31,8.149,0.999,101.77,3.153,64.83,55.3,0.157,1,0,,82,0,172,early_warning
2019-10-22,354,0,10.7,29.84,48.6,1.976,89.8,8.053,0.983,100.8,3.105,65.51,54.95,0.113,0,0,,81,0,173,early_warning
2019-10-23,355,0,18.6,32.28,56.8,2.024,90.37,7.961,0.991,101.69,3.181,64.86,55.02,0.151,1,0,,80,0,174,early_warning
2019-10-24,356,0,17.7,32.02,58.1,1.901,92.56,8.036,1.01,99.7,3.126,65.22,54.6,0.115,0,0,,79,0,175,early_warning
2019-10-25,357,0,1.8,32.56,54.8,1.998,90.09,7.92,0.981,100.02,3.194,66.46,54.6,0.107,0,0,,78,0,176,early_warning
2019-10-26,358,0,4.6,32.05,68.9,1.946,91.62,8.0,1.003,102.04,3.134,64.86,55.34,0.109,0,0,,77,0,177,early_warning
2019-10-27,359,0,6.2,29.94,48.6,2.058,90.68,7.975,0.967,99.59,3.201,65.9,55.14,0.104,0,0,,76,0,178,early_warning
2019-10-28,360,0,15.3,32.91,48.2,1.993,91.14,8.058,0.997,99.68,3.133,64.18,55.66,0.124,0,0,,75,0,179,early_warning
2019-10-29,361,0,7.8,30.9,61.3,2.035,90.45,8.08,0.994,100.69,3.462,59.42,55.01,0.141,0,0,,74,1,0,early_warning
2019-10-30,362,0,18.7,30.23,45.5,1.962,89.73,7.998,0.998,101.95,3.484,61.39,54.83,0.105,0,0,,73,0,1,early_warning
2019-10-31,363,0,18.3,36.68,61.2,1.902,92.84,7.944,0.985,100.41,3.471,60.33,54.17,0.122,0,0,,72,0,2,early_warning
2019-11-01,364,0,19.6,24.82,46.8,1.986,87.94,7.958,0.992,100.14,3.482,60.09,54.9,0.164,1,0,,71,0,3,early_warning
2019-11-02,365,0,17.4,25.87,58.3,2.002,88.04,7.989,1.013,100.98,3.41,61.69,56.54,0.158,1,0,,70,0,4,early_warning
2019-11-03,366,0,3.4,23.71,49.8,2.052,84.93,8.012,0.998,100.86,3.469,61.27,54.77,0.127,0,0,,69,0,5,early_warning
2019-11-04,367,0,0.1,26.38,46.9,1.924,87.74,8.056,0.986,100.33,3.511,58.84,55.63,0.136,0,0,,68,0,6,early_warning
2019-11-05,368,0,2.3,27.02,54.3,1.922,89.85,7.961,0.981,100.61,3.482,60.68,55.53,0.123,0,0,,67,0,7,early_warning
2019-11-06,369,0,5.0,26.68,60.4,1.992,90.11,7.906,0.998,98.74,3.451,59.82,55.03,0.131,0,0,,66,0,8,early_warning
2019-11-07,370,0,1.7,25.6,47.2,1.937,85.79,8.054,1.002,98.07,3.481,60.89,55.66,0.108,0,0,,65,0,9,early_warning
2019-11-08,371,0,14.7,30.26,42.7,1.982,90.71,7.985,0.983,99.92,3.469,59.97,54.77,0.136,0,0,,64,0,10,early_warning
2019-11-09,372,0,4.4,25.27,61.5,2.021,87.64,7.876,0.983,99.76,3.481,60.7,54.7,0.109,0,0,,63,0,11,early_warning
2019-11-10,373,0,6.8,27.06,58.1,2.037,87.34,7.961,1.012,99.71,3.465,58.94,54.38,0.105,0,0,,62,0,12,early_warning
