day_index,sand_storm_flag,ambient_temperature_c,humidity_percent,vibration_rms_mm_s,discharge_temperature_c,discharge_pressure_bar,suction_pressure_bar,flow_rate_m3_min,bearing_oil_pressure_bar,bearing_oil_temperature_c,casing_temperature_c,dp_filter_bar,high_dp_alarm,failure,TTF_days,maintenance_oil_change,days_since_oil_change,health_state
217,0,37.2,55.2,2.052,93.15,8.057,0.972,99.98,3.419,61.12,54.94,0.05,0,0,142.0,0,36,normal
218,0,43.18,52.6,2.03,97.9,8.097,0.986,99.94,3.408,60.83,54.12,0.05,0,0,141.0,0,37,normal
219,0,43.25,51.7,1.98,97.33,7.988,1.006,100.05,3.417,60.01,55.37,0.05,0,0,140.0,0,38,normal
220,0,44.46,44.4,2.01,97.44,7.869,0.988,100.96,3.439,61.45,54.45,0.05,0,0,139.0,0,39,normal
221,1,41.1,57.8,2.195,95.79,7.948,0.988,95.29,3.389,63.07,54.43,0.084,0,0,138.0,0,40,normal
222,0,36.55,52.5,2.033,93.24,7.994,1.014,99.52,3.435,61.63,55.57,0.05,0,0,137.0,0,41,normal
223,0,39.23,45.8,2.018,94.81,8.094,1.01,100.04,3.381,61.35,54.84,0.05,0,0,136.0,0,42,normal
224,0,39.55,53.7,1.941,94.81,8.024,1.003,100.96,3.383,61.26,54.53,0.05,0,0,135.0,0,43,normal
225,0,42.81,42.6,1.986,96.66,8.029,0.996,100.39,3.387,61.2,54.6,0.05,0,0,134.0,0,44,normal
226,0,35.56,57.5,1.95,91.81,7.987,1.01,100.8,3.375,61.52,55.01,0.05,0,0,133.0,0,45,normal
227,0,37.93,49.4,2.06,93.9,7.995,0.979,98.49,3.443,61.14,55.25,0.05,0,0,132.0,0,46,normal
228,0,42.36,49.2,2.024,95.47,8.037,1.005,99.94,3.344,60.05,54.16,0.05,0,0,131.0,0,47,normal
229,0,42.28,46.8,1.979,96.11,7.983,1.009,99.06,3.416,61.19,55.69,0.05,0,0,130.0,0,48,normal
230,0,34.01,50.9,2.043,91.25,8.031,0.981,100.09,3.42,60.64,54.72,0.05,0,0,129.0,0,49,normal
231,0,40.06,52.7,1.993,97.37,8.015,1.004,100.05,3.391,60.93,54.23,0.05,0,0,128.0,0,50,normal
232,0,37.29,40.6,2.007,91.96,7.959,0.993,98.65,3.384,61.43,54.95,0.05,0,0,127.0,0,51,normal
233,0,47.23,51.2,2.068,97.87,7.984,0.998,100.58,3.345,62.17,55.37,0.05,0,0,126.0,0,52,normal
234,0,36.76,43.1,1.961,93.25,8.032,0.992,98.78,3.401,62.72,54.66,0.05,0,0,125.0,0,53,normal
235,0,36.82,47.5,1.949,94.74,7.959,0.997,99.1,3.41,60.99,55.18,0.05,0,0,124.0,0,54,normal
236,0,32.42,53.0,2.083,91.45,8.071,1.004,99.5,3.408,61.86,54.73,0.05,0,0,123.0,0,55,normal
237,0,42.6,56.7,2.056,94.91,8.019,1.0,99.71,3.394,61.55,54.64,0.05,0,0,122.0,0,56,normal
238,0,41.85,47.3,2.012,96.99,8.048,1.003,98.61,3.41,62.59,54.88,0.05,0,0,121.0,0,57,normal
239,0,36.03,54.5,1.988,93.46,7.972,1.013,97.93,3.299,61.23,54.43,0.05,0,0,120.0,0,58,early_warning
240,0,31.27,58.7,1.989,91.2,8.12,0.979,100.68,3.388,61.82,54.93,0.05,0,0,119.0,0,59,early_warning
241,0,42.42,59.2,1.958,96.04,8.067,1.013,99.69,3.355,61.11,55.74,0.05,0,0,118.0,0,60,early_warning
242,0,39.02,69.2,1.895,92.91,8.02,0.999,99.26,3.383,63.26,54.89,0.05,0,0,117.0,0,61,early_warning
243,0,36.29,78.4,2.063,94.06,7.977,1.0,99.74,3.403,62.02,54.03,0.05,0,0,116.0,0,62,early_warning
244,0,46.17,72.3,1.896,97.81,7.991,1.007,100.35,3.408,61.87,55.2,0.05,0,0,115.0,0,63,early_warning
245,0,39.58,76.4,1.979,94.1,8.007,1.002,100.31,3.335,60.59,55.0,0.05,0,0,114.0,0,64,early_warning
246,0,39.84,69.8,2.002,93.85,8.074,0.99,100.14,3.38,62.68,55.05,0.05,0,0,113.0,0,65,early_warning
247,0,39.95,56.6,2.025,93.7,8.023,0.988,99.5,3.36,62.42,54.94,0.05,0,0,112.0,0,66,early_warning
248,0,37.51,56.8,2.051,93.8,8.004,1.004,100.2,3.373,62.36,54.38,0.05,0,0,111.0,0,67,early_warning
249,0,39.88,78.8,1.93,94.29,7.963,0.983,99.67,3.41,62.56,54.44,0.05,0,0,110.0,0,68,early_warning
250,0,41.83,77.9,2.02,95.26,8.003,1.005,100.73,3.315,62.39,54.58,0.05,0,0,109.0,0,69,early_warning
251,0,43.1,68.9,1.98,96.51,7.995,1.01,98.78,3.325,62.66,55.25,0.05,0,0,108.0,0,70,early_warning
252,0,34.74,68.0,2.04,91.09,7.992,0.992,98.87,3.343,62.81,55.19,0.05,0,0,107.0,0,71,early_warning
253,0,39.63,57.0,2.001,95.07,7.961,0.986,100.99,3.363,62.48,55.11,0.05,0,0,106.0,0,72,early_warning
254,0,38.13,62.5,1.958,94.89,7.974,1.001,100.77,3.344,62.84,56.43,0.05,0,0,105.0,0,73,early_warning
255,0,39.47,76.7,2.02,94.33,8.002,0.977,99.43,3.371,61.63,55.2,0.05,0,0,104.0,0,74,early_warning
256,0,32.36,72.5,2.015,90.34,8.06,1.002,100.84,3.308,63.7,54.94,0.05,0,0,103.0,0,75,early_warning
257,0,42.46,57.2,2.021,96.84,7.924,0.995,99.18,3.328,61.9,54.76,0.05,0,0,102.0,0,76,early_warning
258,0,34.82,73.6,2.055,93.11,8.036,1.013,102.59,3.306,61.93,54.28,0.05,0,0,101.0,0,77,early_warning
259,0,37.67,74.8,2.004,94.43,8.041,1.012,101.12,3.385,62.53,54.69,0.05,0,0,100.0,0,78,early_warning
260,0,34.83,68.6,1.99,91.56,8.028,0.997,101.08,3.368,62.15,54.92,0.05,0,0,99.0,0,79,early_warning
261,0,37.58,63.4,2.009,93.97,7.951,0.995,100.65,3.381,62.27,55.06,0.05,0,0,98.0,0,80,early_warning
262,0,37.1,65.2,1.973,92.75,8.06,0.992,99.5,3.346,62.25,54.69,0.05,0,0,97.0,0,81,early_warning
263,0,36.84,65.7,2.021,94.56,7.992,0.995,100.62,3.335,62.64,52.85,0.05,0,0,96.0,0,82,early_warning
264,0,37.26,62.6,1.91,92.13,8.006,1.001,99.07,3.333,62.3,54.89,0.05,0,0,95.0,0,83,early_warning
265,0,36.71,60.9,1.997,94.02,8.022,1.0,99.48,3.388,62.41,55.32,0.05,0,0,94.0,0,84,early_warning
266,0,36.78,58.9,1.933,94.19,8.008,1.001,100.15,3.309,61.03,54.15,0.05,0,0,93.0,0,85,early_warning
267,0,34.32,64.8,2.016,90.83,8.01,0.993,100.91,3.346,62.58,54.76,0.05,0,0,92.0,0,86,early_warning
268,0,39.15,66.6,1.971,95.23,7.94,1.009,99.91,3.327,61.78,54.89,0.05,0,0,91.0,0,87,early_warning
269,0,37.94,55.9,1.969,93.56,7.87,0.995,99.3,3.335,62.93,54.43,0.05,0,0,90.0,0,88,early_warning
270,0,36.62,69.1,2.085,93.11,8.07,0.994,99.72,3.351,61.89,54.38,0.05,0,0,89.0,0,89,early_warning
271,1,40.88,71.8,2.129,98.12,8.021,0.982,95.46,3.293,63.23,54.23,0.083,0,0,88.0,0,90,early_warning
272,0,33.61,71.0,2.06,91.87,7.98,1.005,100.62,3.365,61.16,55.44,0.05,0,0,87.0,0,91,early_warning
273,0,37.64,67.5,1.961,92.58,8.06,0.985,100.5,3.324,86.74,55.38,0.05,0,0,86.0,0,92,early_warning
274,0,35.49,70.7,1.991,95.25,7.963,1.013,100.21,3.353,62.71,54.9,0.05,0,0,85.0,0,93,early_warning
275,0,45.07,78.4,2.083,98.99,8.056,1.006,101.64,3.243,64.01,54.29,0.05,0,0,84.0,0,94,early_warning
276,0,37.78,79.5,1.969,92.89,8.035,1.011,100.69,3.311,63.37,55.16,0.05,0,0,83.0,0,95,early_warning
277,0,38.0,80.1,2.01,96.19,7.958,1.012,99.62,3.369,63.47,55.9,0.05,0,0,82.0,0,96,early_warning
278,0,39.3,92.7,2.056,94.55,7.986,1.001,100.46,3.318,61.69,54.89,0.05,0,0,81.0,0,97,early_warning
279,0,36.19,80.5,1.981,92.86,8.043,1.002,100.09,3.292,63.07,54.37,0.05,0,0,80.0,0,98,early_warning
280,0,42.91,78.8,2.086,97.32,8.048,0.992,100.37,3.312,62.9,54.56,0.05,0,0,79.0,0,99,early_warning
281,0,38.98,93.9,2.012,96.26,7.904,0.996,101.6,3.34,63.05,55.34,0.05,0,0,78.0,0,100,early_warning
282,0,36.33,72.3,2.069,91.73,7.954,1.0,98.52,3.296,62.56,54.71,0.05,0,0,77.0,0,101,early_warning
283,0,47.49,81.8,2.002,98.8,7.946,1.001,99.85,3.282,63.38,55.31,0.05,0,0,76.0,0,102,early_warning
284,0,36.64,88.8,2.003,92.57,7.948,1.017,100.52,3.304,61.87,54.76,0.05,0,0,75.0,0,103,early_warning
285,0,39.92,66.4,1.989,93.16,8.019,1.009,101.28,3.275,64.77,54.84,0.05,0,0,74.0,0,104,early_warning
286,0,40.8,92.4,2.028,94.19,8.086,0.992,99.4,3.277,61.82,54.73,0.05,0,0,73.0,0,105,early_warning
287,0,43.07,74.0,1.99,96.65,7.938,1.005,103.09,3.346,64.09,55.17,0.05,0,0,72.0,0,106,early_warning
288,0,39.83,94.3,2.07,95.77,7.948,1.006,99.67,3.28,62.26,54.69,0.05,0,0,71.0,0,107,early_warning
289,0,40.32,78.3,1.984,94.38,7.98,1.002,99.43,3.369,62.15,54.63,0.05,0,0,70.0,0,108,early_warning
290,0,41.8,72.0,2.023,96.0,8.03,0.999,101.94,3.278,64.74,53.95,0.05,0,0,69.0,0,109,early_warning
291,0,49.29,70.1,1.987,99.52,8.096,0.978,99.93,3.301,63.57,55.72,0.05,0,0,68.0,0,110,early_warning
292,0,32.99,83.1,1.878,91.76,8.009,0.988,99.73,3.254,63.81,55.02,0.05,0,0,67.0,0,111,early_warning
293,0,39.67,89.3,2.002,95.5,8.034,1.018,98.28,3.296,63.58,54.28,0.05,0,0,66.0,0,112,early_warning
294,0,36.68,89.8,1.954,91.54,7.976,1.006,99.02,3.281,62.99,54.17,0.05,0,0,65.0,0,113,early_warning
295,0,39.0,70.8,1.91,93.14,7.963,0.991,100.33,3.279,63.31,54.46,0.05,0,0,64.0,0,114,early_warning
296,0,43.68,78.1,1.926,97.56,7.958,0.977,99.65,3.248,64.62,54.86,0.05,0,0,63.0,0,115,early_warning
297,0,40.11,76.9,2.055,94.27,7.991,0.989,97.44,3.248,62.09,54.94,0.05,0,0,62.0,0,116,early_warning
298,0,45.32,82.1,2.032,96.8,8.008,1.006,100.08,3.304,62.74,53.95,0.05,0,0,61.0,0,117,early_warning
299,0,43.54,73.6,2.02,98.13,8.145,1.003,99.16,3.248,63.43,55.79,0.05,0,0,60.0,0,118,early_warning
300,0,45.38,80.0,1.97,98.5,7.925,1.001,100.03,3.212,64.39,54.57,0.05,0,0,59.0,0,119,early_warning
301,0,37.56,70.7,2.105,93.67,7.962,1.003,100.0,3.284,64.02,56.09,0.05,0,0,58.0,0,120,early_warning
302,0,38.87,86.4,1.95,94.47,8.02,1.016,99.43,3.318,64.77,54.52,0.05,0,0,57.0,0,121,early_warning
303,0,34.01,72.4,2.026,90.57,7.925,1.011,99.34,3.273,62.94,54.38,0.05,0,0,56.0,0,122,early_warning
304,0,35.26,72.0,2.109,92.36,8.048,1.002,100.4,3.25,63.83,56.5,0.05,0,0,55.0,0,123,early_warning
305,0,31.1,68.1,1.971,91.14,7.969,0.99,99.29,3.311,63.83,55.09,0.05,0,0,54.0,0,124,early_warning
306,0,39.19,73.6,1.933,96.09,8.051,0.996,100.85,3.291,63.15,55.2,0.05,0,0,53.0,0,125,early_warning
307,0,37.15,73.4,2.036,94.24,7.944,0.989,99.66,3.273,64.31,55.32,0.05,0,0,52.0,0,126,early_warning
308,0,37.42,77.5,2.077,92.16,8.007,0.999,99.67,3.283,64.03,54.81,0.05,0,0,51.0,0,127,early_warning
309,0,39.24,55.2,2.005,95.24,8.082,1.025,100.71,3.24,64.33,55.14,0.05,0,0,50.0,0,128,early_warning
310,0,33.7,73.0,2.052,91.01,7.956,0.998,98.97,3.256,62.98,55.49,0.05,0,0,49.0,0,129,early_warning
311,0,41.59,74.8,1.961,94.62,8.002,1.018,99.0,3.232,63.32,55.5,0.05,0,0,48.0,0,130,early_warning
312,0,33.28,55.9,1.999,145.29,7.989,1.001,99.63,3.256,64.41,54.11,0.05,0,0,47.0,0,131,early_warning
313,0,34.85,58.2,1.983,91.17,8.005,0.984,100.14,3.208,63.85,55.52,0.05,0,0,46.0,0,132,early_warning
314,0,32.4,71.8,1.933,92.25,7.953,0.991,101.53,3.301,63.71,55.12,0.05,0,0,45.0,0,133,early_warning
315,0,33.88,55.4,1.999,91.64,7.864,0.999,98.57,3.261,63.55,54.71,0.104,0,0,44.0,0,134,early_warning
316,0,35.93,65.4,2.115,92.3,8.079,0.996,100.13,3.195,65.36,54.96,0.138,0,0,43.0,0,135,early_warning
317,0,33.74,70.1,1.984,90.45,7.996,1.019,100.52,3.227,64.92,54.8,0.119,0,0,42.0,0,136,early_warning
318,0,38.18,69.8,1.968,95.02,8.018,0.998,99.06,3.203,64.15,55.8,0.112,0,0,41.0,0,137,early_warning
319,0,38.18,78.1,1.98,95.48,8.132,1.003,99.61,3.213,63.74,53.68,0.163,1,0,40.0,0,138,early_warning
320,0,32.96,63.4,1.97,92.22,8.048,1.01,100.49,3.224,64.27,54.78,0.109,0,0,39.0,0,139,early_warning
321,0,33.88,82.2,2.021,90.9,8.046,1.01,99.41,3.226,64.28,54.63,0.131,0,0,38.0,0,140,early_warning
322,0,39.1,61.9,1.983,95.53,7.928,1.01,101.13,3.211,63.82,53.83,0.153,1,0,37.0,0,141,early_warning
323,0,39.07,78.2,1.946,94.04,8.062,1.0,99.61,3.213,64.93,55.78,0.158,1,0,36.0,0,142,early_warning
324,0,32.76,58.3,2.035,91.22,7.998,0.991,99.89,3.218,63.98,54.91,0.167,1,0,35.0,0,143,early_warning
325,0,43.27,62.7,2.041,97.53,8.107,0.985,98.02,3.205,62.87,54.1,0.158,1,0,34.0,0,144,early_warning
326,0,40.37,59.3,2.056,95.26,8.055,1.004,100.06,3.205,65.24,55.54,0.106,0,0,33.0,0,145,early_warning
327,0,33.2,69.8,2.022,91.72,7.92,0.7,99.1,3.208,63.02,55.49,0.12,0,0,32.0,0,146,early_warning
328,0,33.14,81.0,2.018,92.1,7.948,0.998,99.36,3.25,64.47,55.03,0.12,0,0,31.0,0,147,early_warning
329,0,38.47,64.6,1.989,91.91,7.929,0.983,99.78,3.178,64.84,54.39,0.125,0,0,30.0,0,148,critical
330,0,35.92,69.6,1.951,92.64,7.97,1.0,100.74,3.189,63.92,55.54,0.128,0,0,29.0,0,149,critical
331,0,34.91,60.7,2.006,92.13,7.972,0.996,99.85,3.166,65.56,54.79,0.153,1,0,28.0,0,150,critical
332,0,35.97,63.9,1.986,93.11,8.038,1.002,99.0,3.136,65.06,54.14,0.132,0,0,27.0,0,151,critical
333,0,28.92,62.8,2.019,88.19,7.945,1.007,100.8,3.168,63.34,55.11,0.16,1,0,26.0,0,152,critical
334,0,37.36,64.0,2.065,95.38,8.065,1.006,102.54,3.163,63.48,55.04,0.13,0,0,25.0,0,153,critical
335,0,35.36,56.0,2.014,93.05,7.978,1.002,100.58,3.192,64.97,54.6,0.145,0,0,24.0,0,154,critical
336,0,35.24,46.0,1.955,92.21,8.06,0.984,101.57,3.092,63.39,55.44,0.152,1,0,23.0,0,155,critical
337,0,31.68,63.6,2.056,91.42,8.035,0.999,97.01,3.178,65.67,54.35,0.139,0,0,22.0,0,156,critical
338,0,33.55,56.7,1.931,91.37,7.952,0.993,100.04,3.151,64.86,55.22,0.109,0,0,21.0,0,157,critical
339,0,29.36,48.9,2.013,90.2,7.943,0.996,100.4,3.231,65.1,54.13,0.112,0,0,20.0,0,158,critical
340,0,23.97,59.9,2.046,87.59,8.082,1.011,99.84,3.204,65.25,55.0,0.165,1,0,19.0,0,159,critical
341,0,24.86,56.2,2.01,86.61,8.076,1.004,100.23,3.176,64.04,54.32,0.101,0,0,18.0,0,160,critical
342,0,29.76,50.0,1.984,88.74,7.994,0.984,99.41,3.179,63.71,55.36,0.129,0,0,17.0,0,161,critical
343,0,29.75,62.4,2.017,89.6,8.023,0.999,100.23,3.148,65.12,54.95,0.156,1,0,16.0,0,162,critical
344,0,33.45,50.5,2.005,91.64,8.012,1.013,101.28,3.159,64.82,55.09,0.165,1,0,15.0,0,163,critical
345,0,31.05,56.7,2.013,91.3,7.964,0.982,98.89,3.178,64.04,54.42,0.12,0,0,14.0,0,164,critical
346,0,32.54,68.9,1.992,90.88,7.987,1.012,97.61,3.135,65.78,54.97,0.155,1,0,13.0,0,165,critical
347,0,26.11,48.4,2.023,89.47,8.052,1.006,98.94,3.198,65.14,56.0,0.126,0,0,12.0,0,166,critical
348,0,32.19,55.1,2.07,92.13,8.019,1.003,100.74,3.155,65.35,54.98,0.138,0,0,11.0,0,167,critical
349,0,29.0,66.5,1.954,89.3,7.995,0.998,100.41,3.133,64.7,55.17,0.133,0,0,10.0,0,168,critical
350,0,27.48,55.1,2.086,89.17,7.892,0.99,101.81,3.171,66.8,55.43,0.111,0,0,9.0,0,169,critical
351,0,34.47,69.8,1.992,93.35,7.924,1.007,99.58,3.12,65.11,55.42,0.116,0,0,8.0,0,170,critical
352,0,35.6,60.2,1.918,92.31,7.915,0.979,98.24,3.166,64.75,55.16,0.115,0,0,7.0,0,171,critical
353,0,27.73,48.9,2.009,88.31,8.149,0.999,101.77,3.153,64.83,55.3,0.157,1,0,6.0,0,172,critical
354,0,29.84,48.6,2.2794097009671312,91.89132608113214,7.9395224257209325,0.983,97.50751023721477,3.0101741955169636,67.79903425796547,57.97201881022339,0.17798616948691448,1,0,5.0,0,173,critical
355,0,32.28,56.8,2.46096923150488,93.41627855752797,7.843516311419891,0.991,100.3093954793488,3.1093834542425824,67.70523851729504,56.17211870769461,0.21281811335592626,1,0,4.0,0,174,critical
356,0,32.02,58.1,2.741223047512618,95.8931820376548,7.8851312818228045,1.01,98.50077695929355,2.985984323775096,66.88305323915833,57.99282544431917,0.17165977708221802,1,0,3.0,0,175,critical
357,0,32.56,54.8,2.6629639781645693,91.83205389294243,7.753503969214025,0.981,96.39084367704018,3.139255307628644,68.34762569534435,55.94162110117973,0.15078540858987965,1,0,2.0,0,176,critical
358,0,32.05,68.9,2.3493234493562563,94.6776967288943,7.9456122563762035,1.003,99.66929023896816,3.0387149728949887,66.2995902448129,56.49388073694555,0.14725561973838558,0,0,1.0,0,177,critical
359,0,29.94,48.6,2.058,90.68,7.975,0.967,99.59,3.201,65.9,55.14,0.104,0,1,0.0,0,178,failure
362,0,30.23,45.5,1.962,89.73,7.998,0.998,101.95,3.484,61.39,54.83,0.105,0,0,73.0,0,1,early_warning
363,0,36.68,61.2,1.902,92.84,7.944,0.985,100.41,3.471,60.33,54.17,0.122,0,0,72.0,0,2,early_warning
364,0,24.82,46.8,1.986,87.94,7.958,0.992,100.14,3.482,60.09,54.9,0.164,1,0,71.0,0,3,early_warning
365,0,25.87,58.3,2.002,88.04,7.989,1.013,100.98,3.41,61.69,56.54,0.158,1,0,70.0,0,4,early_warning
366,0,23.71,49.8,2.052,84.93,8.012,0.998,100.86,3.469,61.27,54.77,0.127,0,0,69.0,0,5,early_warning
367,0,26.38,46.9,1.924,87.74,8.056,0.986,100.33,3.511,58.84,55.63,0.136,0,0,68.0,0,6,early_warning
368,0,27.02,54.3,1.922,89.85,7.961,0.981,100.61,3.482,60.68,55.53,0.123,0,0,67.0,0,7,early_warning
369,0,26.68,60.4,1.992,90.11,7.906,0.998,98.74,3.451,59.82,55.03,0.131,0,0,66.0,0,8,early_warning
370,0,25.6,47.2,1.937,85.79,8.054,1.002,98.07,3.481,60.89,55.66,0.108,0,0,65.0,0,9,early_warning
371,0,30.26,42.7,1.982,90.71,7.985,0.983,99.92,3.469,59.97,54.77,0.136,0,0,64.0,0,10,early_warning
372,0,25.27,61.5,2.021,87.64,7.876,0.983,99.76,3.481,60.7,54.7,0.109,0,0,63.0,0,11,early_warning
373,0,27.06,58.1,2.037,87.34,7.961,1.012,99.71,3.465,58.94,54.38,0.105,0,0,62.0,0,12,early_warning
374,0,30.97,63.4,1.968,91.12,8.021,0.992,99.55,3.453,61.13,54.66,0.15,1,0,61.0,0,13,early_warning
375,0,25.47,63.4,2.002,89.31,7.988,1.009,99.91,3.459,61.88,55.3,0.167,1,0,60.0,0,14,early_warning
376,0,27.28,56.5,1.931,86.98,8.004,0.982,98.91,3.522,61.64,54.03,0.138,0,0,59.0,0,15,early_warning
377,0,25.48,56.5,2.033,87.2,8.02,0.999,100.32,3.487,61.36,55.17,0.12,0,0,58.0,0,16,early_warning
378,0,22.68,45.8,1.999,87.27,7.989,1.012,101.04,3.438,60.46,55.58,0.1,0,0,57.0,0,17,early_warning
379,0,27.16,63.6,2.091,89.41,8.0,0.992,101.02,3.463,61.07,55.39,0.166,1,0,56.0,0,18,early_warning
380,0,25.51,61.2,2.044,88.62,7.986,0.998,100.71,3.476,62.27,54.85,0.152,1,0,55.0,0,19,early_warning
381,0,30.9,48.4,1.998,90.29,7.999,1.009,98.61,3.517,60.55,54.86,0.144,0,0,54.0,0,20,early_warning
382,0,24.8,59.4,2.11,87.05,8.025,0.999,99.81,3.486,60.78,54.6,0.12,0,0,53.0,0,21,early_warning
383,0,26.07,40.6,1.932,88.29,8.035,1.014,99.45,3.448,60.91,55.8,0.138,0,0,52.0,0,22,early_warning
384,0,20.42,63.6,2.094,86.01,8.002,0.995,99.12,3.484,60.96,54.67,0.125,0,0,51.0,0,23,early_warning
385,0,23.49,56.2,2.104,87.72,7.936,0.996,99.01,3.452,61.29,54.48,0.154,1,0,50.0,0,24,early_warning
386,0,27.83,47.8,2.117,89.84,8.045,1.007,99.19,3.428,61.32,55.51,0.111,0,0,49.0,0,25,early_warning
387,0,25.13,53.3,1.976,88.8,8.041,0.987,100.42,3.421,62.33,55.08,0.126,0,0,48.0,0,26,early_warning
388,0,19.85,63.7,2.041,85.07,7.848,1.002,97.57,3.373,62.47,54.75,0.129,0,0,47.0,0,27,early_warning
389,0,23.65,51.7,2.105,88.14,8.04,0.997,101.45,3.34,61.74,56.09,0.154,1,0,46.0,0,28,early_warning
390,0,24.63,57.5,2.154,85.84,8.027,0.994,98.77,3.358,61.06,55.06,0.103,0,0,45.0,0,29,early_warning
391,0,24.03,61.5,2.095,87.99,8.064,0.985,100.42,3.399,62.1,55.34,0.125,0,0,44.0,0,30,early_warning
392,0,27.68,64.5,2.166,88.81,7.886,0.995,98.59,3.366,60.91,55.71,0.132,0,0,43.0,0,31,early_warning
393,0,27.26,49.4,2.141,90.69,8.008,0.983,98.07,3.38,61.02,55.49,0.113,0,0,42.0,0,32,early_warning
394,0,23.44,68.5,2.196,87.05,8.029,0.992,99.92,3.343,62.15,56.71,0.154,1,0,41.0,0,33,early_warning
395,0,16.79,48.6,2.143,84.93,8.096,0.995,99.86,3.379,63.31,55.71,0.137,0,0,40.0,0,34,early_warning
396,0,17.6,55.1,2.163,85.37,7.953,0.987,97.69,3.368,62.1,54.88,0.109,0,0,39.0,0,35,early_warning
397,0,15.74,63.5,2.183,83.77,7.939,0.987,98.23,3.252,62.56,55.57,0.103,0,0,38.0,0,36,early_warning
398,0,20.52,62.5,2.214,86.19,8.011,0.991,97.06,3.317,63.28,55.54,0.152,1,0,37.0,0,37,early_warning
399,0,20.46,47.6,2.161,86.61,7.999,0.989,96.27,3.295,62.81,55.69,0.147,0,0,36.0,0,38,early_warning
400,0,16.14,51.2,2.247,83.97,7.943,0.995,99.51,3.313,63.03,55.2,0.103,0,0,35.0,0,39,early_warning
401,0,24.56,54.7,2.206,89.38,8.001,0.985,98.21,3.291,63.51,54.51,0.132,0,0,34.0,0,40,early_warning
402,0,22.89,54.8,2.162,87.5,8.084,0.998,98.65,3.286,63.42,56.21,0.156,1,0,33.0,0,41,early_warning
403,0,20.0,51.4,2.235,88.87,7.961,0.986,98.86,3.271,62.29,56.29,0.152,1,0,32.0,0,42,early_warning
404,0,18.05,48.5,2.296,86.85,8.045,0.98,98.72,3.31,64.03,56.48,0.121,0,0,31.0,0,43,early_warning
405,0,16.82,51.1,2.228,84.66,8.029,0.979,98.29,3.258,64.11,55.51,0.129,0,0,30.0,0,44,critical
406,0,17.48,54.1,2.286,86.11,8.007,0.991,96.16,3.238,64.21,55.74,0.119,0,0,29.0,0,45,critical
407,0,17.11,48.3,2.324,86.8,7.95,0.991,97.01,3.261,64.31,56.4,0.132,0,0,28.0,0,46,critical
408,0,23.9,57.3,2.383,89.79,8.087,0.998,96.54,3.198,64.1,56.22,0.169,1,0,27.0,0,47,critical
409,0,19.32,61.1,2.447,87.5,7.959,0.989,95.45,3.226,64.83,56.47,0.137,0,0,26.0,0,48,critical
410,0,18.43,67.8,2.242,88.44,7.934,1.003,96.44,3.224,64.29,54.83,0.14,0,0,25.0,0,49,critical
411,0,17.26,62.9,2.295,115.4,8.015,0.983,98.11,3.23,65.01,56.44,0.139,0,0,24.0,0,50,critical
412,0,17.9,67.7,2.386,86.48,7.982,0.988,96.63,3.185,64.4,56.56,0.142,0,0,23.0,0,51,critical
413,0,18.34,45.1,2.346,85.98,8.018,0.993,95.98,3.175,65.98,55.69,0.136,0,0,22.0,0,52,critical
414,0,16.34,53.7,2.316,85.93,8.095,1.016,95.98,3.222,65.21,57.94,0.15,1,0,21.0,0,53,critical
415,0,18.73,49.7,2.35,87.74,8.059,0.971,97.38,3.182,64.93,56.12,0.123,0,0,20.0,0,54,critical
416,0,22.18,65.5,2.329,89.32,7.944,0.991,95.52,3.114,64.61,56.99,0.102,0,0,19.0,0,55,critical
417,0,19.12,45.4,2.303,86.7,7.966,0.991,97.91,3.137,64.88,57.06,0.163,1,0,18.0,0,56,critical
418,0,22.87,59.0,2.41,89.64,8.042,0.964,98.93,3.136,66.15,57.29,0.137,0,0,17.0,0,57,critical
419,0,22.94,63.8,2.486,90.02,7.986,0.972,97.77,3.162,64.33,57.69,0.102,0,0,16.0,0,58,critical
420,0,25.48,49.0,2.421,91.74,8.032,0.979,95.81,3.172,66.24,56.52,0.169,1,0,15.0,0,59,critical
421,0,17.43,45.9,2.416,88.7,8.011,0.981,96.55,3.091,65.74,56.86,0.142,0,0,14.0,0,60,critical
422,0,18.93,45.4,2.547,88.9,7.975,0.983,96.85,3.106,67.15,57.31,0.155,1,0,13.0,0,61,critical
423,0,14.68,50.8,2.453,83.16,7.881,0.978,94.23,3.128,67.31,56.01,0.136,0,0,12.0,0,62,critical
424,0,18.59,55.7,2.47,88.17,7.93,0.983,98.2,3.043,67.34,56.5,0.144,0,0,11.0,0,63,critical
425,0,14.84,49.7,2.53,86.65,7.979,0.979,95.31,3.046,65.31,56.94,0.168,1,0,10.0,0,64,critical
426,0,16.14,51.3,2.568,86.52,7.982,0.992,96.43,3.074,66.84,56.33,0.136,0,0,9.0,0,65,critical
427,0,19.92,50.5,2.496,89.2,8.022,0.977,94.61,3.056,64.93,57.24,0.165,1,0,8.0,0,66,critical
428,0,15.53,58.6,2.412,88.02,7.906,0.971,93.59,3.041,65.97,56.75,0.144,0,0,7.0,0,67,critical
429,0,16.48,47.0,2.497,87.44,8.057,0.97,95.89,3.047,66.41,56.8,0.103,0,0,6.0,0,68,critical
430,0,19.66,59.5,2.541,90.05,8.092,0.966,95.25,3.047,67.1,56.3,0.139,0,0,5.0,0,69,critical
